,id,text,dominant_topic
133,375,"Et hop, on recommence !"" AprËs tout, cíetait pas juste que seuls #pfizer & #moderna se gavent.. gr‚ce aux politiques ìsanitairesî occidentales Au tour de #Merck maintenantÖEt puis si on vous dit quíil níy a pas díeffet secondaire et que cíest bon pour líhumanitÈÖ ""#Gardasil",2
134,376,"@MORELPIERRE monsieur le dÈputÈ renseignez vous avant de proposer le #gardasil et tt vaccin contre le #papillomavirus Obligatoire, de milliers de filles ont eu leur vie dÈtruite par ce vaccin inefficace, un bon suivi gyneco annuel suffit pr avoir les mÍme rÈsultats !",0
135,377,"Vous n'avez rien compris ! Je ne suis pas """"""""antivax"""""""", mon avis ne dÈpend pas de ce que dit Macron, LibÈ ou mÍme Raoult mais des donnÈes."" ""Ce vaccin #Gardasil ne marche pas en vie rÈelle, c'est dommage, il Ètait prometteur, j'y avais cru",2
136,378,"DÈcembre 2022 - Le Dr Liliana Zelada trouve du graphËne dans le """"""""vaccin"""""""" tÈtravalent recombinant""""Gardasil contre le """"""""papillomavirus"""""""". #gardasil #vaccin #graphene",3
137,380,"#France #Paris #Jarnac #charente""Pour avoir de vrais conseils avisÈs sur le #Vaccin #HPV #Papillomavirus ce n'est absolument pas #Macron ni le sinistre de la santÈ qu'il faut Ècouter mais une spÈcialiste mondiale.Lien vers le documentaire #Gardasil -""odysee.com/@laileastick:4/20Ö",2
138,381,@PapNdiaye @EmmanuelMacron #gardasil #stop #touchezPasANosEnfants #MacronDestitution #stop aux bro labos ‡ deux sous #dehors!??????,2
139,385,"Bravo et merci ‡ vous !""#NeTouchezPasANosEnfants#EffetsSecondaires #Covid""#Gardasil",1
140,386,"#Gardasil (vaccin†anti-HPV, papillomavirus) : 10 mensonges dans un seul article de l'AFP Factuel""Merci ‡ @france_soir de dÈbunker la propagande de #BigPharma !""francesoir.fr/opinions-tribuÖ",1
141,391,"Le #Gardasil est un bon contre exemple. Il est prÈventif et efficace, mais il n'est pas #ARNm",4
142,392,"Et oui la $ciÄncÄ des vaccins ne date pas des rÈcents #dealers #Pfizer !! Le #Gardasil, c'Ètait dÈj‡ le mÍme cynisme, alors que les tests de dÈpistage Ètaient (et restent) l‡  opÈrationnels pour autant que je m'en souvienne ( sans compter les traitements)",2
143,393,Et @SoloBucketpond qui a fait un fil ?? documentÈ sur le #Gardasil.,1
144,394,?????? mais cette pourriture est tellement prÈvisible Ö díune main il offre les capotes et de líautre il vous prÈvient díavance de la propagande outranciËre quíil sera fait sur les enfants pour les vaxxiner contre le papillomavirus Ö vous reprendrez bien un peu de #GARDASIL ??,1
145,396,"#Gardasil #Papillomavirus #OcÈaneBourguignon""""divergence-images.com/rodolpÖ",0
146,400,#Gardasil un #vaccin dangereux,3
147,402,"Une enquÍte ‡ visionner...""""#gardasil #papillomavirus",0
148,405,RT - #Gardasil de Merck ou vouloir imposer un ??sans jamais avoir prouvÈ qu'il protËge de quelque #Cancer  que ce soit ??,1
149,408,#macron tu sais o˘ tu peux te la mettre ton obligation de vaccination avec le #Gardasil !!!,2
150,409,"#Gardasil ""Et c le cas pour beaucoup de soit disant vax ....Les mÈfaits sont connus et trËs invalidants voire mortels , mais les bienfaits sont tjrs hypothÈtiques ""#hdpros @PascalPraud @ivanrioufol  @christine_kelly",0
151,410,#Gardasil #corruption #obligationvaccinale Ö empoisonner et stÈriliser ses enfants Ö quelle sociÈtÈ fait cela ? Ö @MullerBronnL @FrcsBraun @b_belhaddad,2
152,412,"????????""#vaccination #gardasilIls ont mÍme rÈussi,  gr‚ce ‡ #McKinsey s˚rement, ‡ trouver le prÈtexte pour vouloir vacciner aussi les garÁons ! ????#PapNdiaye traitre!#MACRONleTRAITRE ""#TousUnis contre autant d'inepties",2
153,415,"Ne vaccinez ni filles, ni garÁons par #Gardasil : un #vaccin dangereux et inefficace contre le #cancer | #FranceSoir francesoir.fr/opinions-tribuÖ",0
154,416,#Gardasil arnaque poi..son,0
155,417,"Le vax anti Covid provoque des myocardites et nombreux effets secondaires graves""Les 11 vaccins obligatoires pour les nourrissons (Loi Buzyn) provoquent des effets secondaires graves & ds  dÈcËs causÈs par ls adjuvants"" #Gardasil ArrÍt immÈdiat aprËs 17 dÈcËs jeunes filles  Inde",4
156,419,"@Revahb1""@BonsensOrg@JeanYvesCAPO@Beatrice_Rosen@BlaiseElise@CollectifsUnis @BanounHelene@MartineWonner@Annie_Trichelotgrand plan de vaccination contre le papillonnavirus, des ÈlËves de 5Ëme, dans la rÈgion Aquitaine est discutÈ #Papillonavirus""#Gardasil",3
157,420,"Animal ‡ sang froid, sans beaucoup d'affect dans le travail, l'homme a su surmonter beaucoup d'Èpreuves et de critiques sans dÈvier de sa route.""""Un homme ‡ poigne ! ????@ALnpvl @Revahb1 #gardasil @XavierBazin2 @vaccinologie Áa promet",1
158,422,"Et oui la $ciÄncÄ des vaccins ne date pas des rÈcents #dealers #Pfizer !! Le #Gardasil, c'Ètait dÈj‡ le mÍme cynisme. IVM HCQ",4
159,423,Belle connerie ! L'expÈrience #Pfizer est pourtant un exemple ‡ ne pas reproduire avec le #Gardasil qui est aussi dangereux qu'eux !!! «a suffit la propagande des #BigPharma !!!!,4
160,425,Surtout ne pas vacciner nos enfants avec le #Gardasil .. maÔs j ai lu aujourdíhui un article qui mentionnait la #vaccination des poules en masse contre la #GrippeAviaire Ö et ils cherchent pour les canards.. des gros malades #MacronEstUnPsychopathe #Macron #WEF #vonderLeyen,2
161,428,Parents suivez ce conseil pour prÈserver la santÈ de vos enfants : ne les faites pas vacciner contre le papillomavirus avec du #Gardasil : vaccin dangereux et inefficace contre le cancer. Cf @CaudeHenrion,2
162,434,"#vaccination ""#gardasil ""?? nous sommes responsables de la santÈ de nos enfants...",1
163,435,Le vaccin #Gardasil ne doit pas devenir obligatoire mais bien plutÙt laissÈ ‡ l'apprÈciation des familles !,2
164,437,Vous la voyez venir la vaccination obligatoire avec le #gardasil poison ???? contre le papillomavirus ?? Toujours jouer sur la peur pour vous faire croire que c'est pour votre protection ?? Donc une enfant de 11 ans risque d'avoir un cancer du col de l'utÈrus bande de malades ??,1
165,438,"""""Petit point Gardasil ‡ partir du plan de gestion des risques.."""""""" de @StatChrisCotton ??"" avec ce petit plus  sur les risques de ce vaccin.. #Gardasil nitter.net/Nat53703058/statÖ""de @Nat53703058",1
166,439,"Incitation ‡ la #vaccination contre le #papillomavirus : """"""""C'est de la #propagande politique !""""""""""#Macron #Jarnac #Gardasil""odysee.com/@LigneDroiteMatinÖ",2
167,442,"?? ¿ partager svp ??#Gardasil """"#ProtegeonsNosEnfants @BanounHelene @AgretDenis @aragon_jb @silvano_trotta @LLP_Le_Vrai @Le__General_0ff @mmtchi @StatChrisCotton @myriampalomba @veroniquegenest @f_philippot @ouestmoncycle @PanDanTag @Steiner61421320 @papanours60 @DubreuilhMarcel",3
168,446,"Bonnes futures ??. N oubliez pas celles contre le monkey truc!??????. """"Et le #gardasil, aussi. Nos doctes savants sont pour! (pour les autres, pas pour leurs enfants)??. Il n y a plus rien de ´†scientifique†ª †dans ces recommandations. C est aussi simple que cela.",2
169,447,"Tiens tiens...""Des #revelations ‡ venir...????Et en #France ???? que deviennent les recours ?!???Silence des #merdias #journaleux?????? ??Nous n'oublierons pas que pendant ce temps, #AFP ment sur le #Gardasil???????francesoir.fr/opinions-tribuÖ""?? #mensonges #CORRUPTION #Manipulation",1
170,448,"Cancer: Le #Gardasil, un #vaccin ‡ l'effet boomerang """"20minutes.fr/sante/802652-20Ö via @20minutes",3
171,449,Vous ne jugez donc pas crÈdible le docteur GÈrard DÈlÈpine quand il parle su sujet ? Son article me parait pourtant sourcÈ.  #Gardasil  francesoir.fr/opinions-tribuÖ,1
172,450,"@EmmanuelMacron @AssembleeNat @Senat""@AssociationPEC @Reaction191 @DIVIZIO1 @PoliceVerite #Nuremberg2Now Le #Gardasil est interdit aux USA et en France depuis le 31/12/2020Et vous voulez injecter nos gamins ?""Vous nous expliquez ? ??????",1
173,453,"Grd danger du #Gardasil ""Comme #Pfizer pr #COVID19 une escroquerie majeure du gvt corrompu du #MacronNousPrendPourDesCons ??RT les amis pr informer????""#JusticePourLesSuspendus #vaccination #Braun #Veran #spike #Arnmessager #UE #EffetsSecondairesvaccins19",3
174,455,"#Gardasil interdit en France depuis le 31/12/2020""""Sans commentaire non ?",1
175,457,"Organisons nous pour l'accueillir avec pancartes bien voyantes et tracts de rÈinformation !?? #gardasil ??""""#ProtegeonsNosEnfants",3
176,458,"La #vaccination au #Gardasil, contre le prÈtendu ´†#papillomavirus†ª est tout aussi criminelle que les autres. La #mÈdecine marchande  ment . Cíest principalement un #charlatanisme fondÈ sur des croyances issues de la propagande. "" #DocteurKnock""#ArgentRoi",2
177,463,"Du #GrapheneOxide dans le vaccin?? #Gardasil maintenant??""instagram.com/reel/CpQE-i5DoÖNon mais c'est pas possible ils/elles veulent vraiment notre ? mort et empoisonnent #VaccineSideEffects #EffetsSecondairesVaccins comme""#COVID19 #CORONAGATES",0
178,464,"??#TribuneScientifique Que penser du #Gardasil vaccin contre le papillomavirus? Dr GÈrard DelÈpine prend le temps de vous rÈpondre. Et si vous preniez le temps de le lire?""""""""Ne vaccinez ni filles,ni garÁons:un vaccin dangereux et inefficace contre le cancer""""""""""""francesoir.fr/opinions-tribuÖ",0
179,466,"#Gardasil, vos enfants comme du bÈtail reseauinternational.net/gardÖ via @RÈseau International",3
180,467,"vidal.fr/medicaments/gammes/Ö ""#vaccination #Gardasil #Jarnac ""1 dose co˚te 115Ä et il faut injecter 3 doses, une fois de +, c'est le jackpot pour #BigPharma !!",1
181,469,"Diane Harper mÈdecin spÈcialiste Vaccin, HPV, Papillomavirus.""Lien vers le documentaire #Gardasil -""odysee.com/@laileastick:4",1
182,472,"PECHEURS, espËce en voie d'extinction....""On se voit le 28/02 au collËge @Jean_Lartaut pour la sÈance de vaccination #Gardasil #HPV dans le collËge.""J'aurai ma liste de questions ! #PfizerGate #McKinseyGate #MerckGate  #ReintegrezLesSuspendus ....",3
183,473,"??#TribuneScientifique Que penser du #Gardasil vaccin contre le papillomavirus?""  Dr GÈrard DelÈpine prend le temps de vous rÈpondre.  Et si vous preniez le temps de le lire? ""Ne vaccinez ni filles, ni garÁons: un vaccin dangereux et inefficace contre le cancer""""""""",0
184,474,"?????? ""Tous ces dÈg‚ts sont malheureusement causÈs par la co-labos ration des #merdias ?? #corrompus ??‡ rÈpÈter la #doxa #propagande pour les #gouvernementeurs et #BigPharma!?????? ??Un autre exemple des #mensonges de #AFP sur le le #Gardasil ???????? ""francesoir.fr/opinions-tribuÖ",1
185,476,"??¿ RT en masse pour faire barrage ‡ cette odieuse opÈration de promotion du #Gardasil par @EmmanuelMacron @PapNdiaye & @FrcsBraun ""Est-il lÈgal díinvestir líespace scolaire pour faire la promotion díun vaccin? ""Est-il Èthique díuser de la pression prÈsidentielle et mÈdiatique?",2
186,478,"Un dÈpistage systÈmatique par frottis cervico vaginal permettrait de rÈduire la mortalitÈ de plus de 90% des cancers du col de líutÈrus (CIRC)""Co˚t díun frottis ? 40Ä""Quel intÈrÍt pour  #Gardasil?",2
187,479,"Voici venir ‡ prÈsent le prÈsident de la RÈpublique FranÁaise qui monte au front pour promouvoir un #vaccin anti-#cancer du col de lí#utÈrus ‡ administrer aux deux sexes et de maniËre obligatoire.""#Gardasil #papillomavirus ""reseauinternational.net/gardÖ",2
188,480,"#HPV #Gardasil""Macron PapnDiaye Braun assistent ‡ une sÈance de vaccination le 28 fÈvrier au collËge Jean Lartaut ‡  Jarnac en Charente!  ""Amis  de Charente, venez les accueillir comme il se doit!",3
189,482,"???? Il ont liquidÈ les vieux avec du Rivotril, ont donnÈ des millions díeffets secondaires avec líinjection Covid, et maintenant ils veulent baiser les jeunes avec le Gardasil! #Gardasil #vaccins @france_soir @louisfouch3 @LLP_Le_Vrai @Stuckelberger @akina_schira",1
190,484,"TÈmoignage bouleversant d'une Jeune Fille.. ""#EffetsSecondairesVaccins #Gardasil #Graves Une vie BrisÈe..  ‡ lire ici : ??nitter.net/dangergardasil/sÖ ""via @beauntel  ??",4
191,485,"#Gardasil Reveillez-vous enfin !!! C'est pour vos enfants, merde !!! #Papillomavirus",1
192,486,"#BrigitteMilhau ainsi que  #MartinBlachier complotistes venir au secours díEMacron prÙner le pseudo vaccin #GARDASIL et disent peu díeffets indÈsirables ? Ou sont les essaies cliniques , contenue des fioles ,#brevet , GARDASIL ‡ dÈj‡ tuer et blessÈs díinnombrables #victimes ?",1
193,487,"Abomination programmÈe demain ‡ #Jarnac en prÈsence du #Macron poudrÈ de service! """"#SauverLesEnfants #Gardasil #ARNm #Macron #FranceOccupÈe #Macronistan #PÈdoland #GÈnocide",3
194,488,"Le  #Gardasil coute 115,84Ä""10 fois le prix d un vaccin hÈpatite B ou anti grippal9 fois un DTP ou Coqueluche 4 fois un BCGPour vax les 6M de 15/24ans cela reprÈsenterait un co˚t de 700M pour les finances publique hors acte de vaccination.""Pour quel bÈnÈfice ?",1
195,491,"#France #Paris #Gardasil #HPV #Merck ""Pour avoir un avis sur la #Vaccination contre le cancer du col de l'utÈrus ce n'est pas ‡ #Macron qu'il faut Ècouter mais ‡ la spÈcialiste Diane Harper.""??Si #Macron l'oblige pour les enfants c'est tentative de meurtre avec prÈmÈditation??",2
196,494,"J'adore les petits #rappels de vÈritÈs !""Histoire de compenser les #fakes des #merdias corrompus !??????Un exemple supplÈmentaire ????????????francesoir.fr/opinions-tribuÖ""#AFP ment effrontÈment sur le #Gardasil??",3
197,495,#Jarnac #macron #MACRONleTRAITRE #MacronDestitution #Papillomavirus #gardasil,3
198,496,Le Macaron est un criminel coupable du pire crime: celui d'affecter volontairement la santÈ des enfants #Gardasil #effetssecondaires,1
199,498,"#Gardasil""Le cancer en ???? cíest:35000 DC liÈs au tabac 40000 a la mal bouffe 28000 ‡ l alcool 10000 liÈ ‡ la pollution Ö. 1000 au HPVElle est o˘ la prioritÈ de santÈ publique ?""La santÈ publique cíest pas díenrichir les labo.",1
200,499,"ImbÈcile si au lieu de rÈpÈter les conneries de votre patron  #macron  vous apprendriez qu il existe des traitements contre les 200 sortes de #HPV et que le #gardasil n est efficace que sur 9 sortes et ces traitements guÈrissent de la maladie """"Retournez vous coucher",2
201,507,"Je ne suis pas trËs douÈ pour les supports visuels mais n'hÈsitez pas aussi pour l'aluminium prÈsent dans plusieurs vaccins. Il faut un moratoire, puis une loi interdisant l'usage de l'aluminium dans les vaccins??""cc: @chris_perronne @v_joron @f_philippot ""#Gardasil #aluminium??",2
202,510,"Ne vaccinez ni filles, ni garÁons par #Gardasil : un vaccin dangereux et inefficace contre le cancer #papillomavirus (Dr GÈrard DelÈpine, FranceSoir)""""francesoir.fr/opinions-tribuÖ",0
203,514,"#Gardasil""#TÈmoignage#effetssecondaires  ""@AssociationPEC",1
204,518,#Gardasil : 10 #mensonges dans un seul #article de l'#AFP Factuel | #FranceSoir francesoir.fr/opinions-tribuÖ,1
205,521,"uni, le peuple est invincible !†""#unilepeupleestinvinsible #antivax #antipass  #EffetsSecondairesvaccins19 #genocidehumain#genocidevaccins #MacronNousPrendPourDesCons #Macrondemission #MacronDEGAGE #antimondialistes #antigardasil""#gardasil",3
206,525,"?? Les chiffres prouvent que la vaccination anti HPV augmente le risque de cancer du col de l'utÈrus""@EmmanuelMacron @FrcsBraun @PapNdiaye @MartineWonner @DIVIZIO1 @alainhoupertQui assumera les risques ?""#ProtegeonsNosEnfants #Gardasil",2
207,526,#Vaccin #Gardasil : neuf jeunes femmes portent #plainte contre X francetvinfo.fr/societe/vaccÖ,4
208,527,?? #Gardasil #MacronLaHonte Le monde est vraiment tout petit !! ?????????? ????,1
209,530,"Un marchÈ se ferme, donc il faut en ouvrir un autre...""Il sera difficile de soutenir l'irresponsabilitÈ du fabricant, car il connaÓt les risques.#Gardasil ""#Papillomavirus",2
210,536,Le journal trËs #complotiste Sciences et Avenir sur le #Gardasil,0
211,537,"#Gardasil ""RÈsumons :- le vaccin obtient son AMM en 2006 (France).- nous sommes en 2023- il est communÈment admis qu'il faut entre 25 et 30 ans pour qu'une lÈsion prÈcancereuse (dysplasie) Èvolue vers un cancer... ""Comment ont ils ÈvaluÈ l'efficacitÈ ?",2
212,541,"Les mensonges de la macronie. Ils n'arrÍte jamais de vous empoisonner la vie... A fuir comme la peste !!!""La vÈritÈ est l‡ ????Question posÈe par un Èlu ‡ l'assemblÈe nationale ????""#Gardasil #papillomavirus",1
213,547,#Gardasil ?? le nouveau combat de #Macron,3
214,549,Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus | LE BLOG DE PATRICE GIBERTIE (pgibertie.com),3
215,550,"On refera bien un petit coup de #vaccins pour toujours plus de pognon, non ?! #gardasil",1
216,557,"#Gardasil Frayeur en Belgique : 18 ÈlËves pris en charge par des Èquipes mÈdicales suite ‡ des malaises aprËs vaccination contre le papillomavirus. ??"""" lelibrepenseur.org/frayeur-eÖ",2
217,563,"??¿ VOIR ABSOLUMENT""#France #Paris  Par ce documentaire, #ARTE abandonne totalement le narratif de #BigPharma #Macron #Veran sur la #vaccinationLes extrÈmistes de la #vaccination vont devoir s'expliquer.#Covid_19 #Gardasil #papillomavirus #HPV ""piped.video/_Lnf1jlBJak",2
218,564,"Une femme blessÈe par le vaccin #Gardasil raconte comment les #vaccins contre la #COVID19  ont blessÈ sa mËre et mis fin ‡ la vie de sa grand-mËre""""childrenshealthdefense.org/dÖ",2
219,577,#gardasil #Vaccin #lobbying #laboratoirepharmaceutique,0
220,579,Vous connaissez l'histoire de Marie OcÈane  Bourguignon qui est atteinte de sclÈrose en plaques suite ‡ la vaccination au #Gardasil le mÈdecin voulait que je vaccine ma fille de 12 ans il peut toujours attendre ! france3-regions.francetvinfoÖ,0
221,582,"#France #Paris #Gardasil #HPV #Merck """"Pour avoir un avis sur le papillomavirus et la #Vaccination contre le cancer du col de l'utÈrus ce n'est pas ‡ @frcsBraun qu'il faut demander mais ‡ une spÈcialiste comme Diane Harper.",2
222,583,"Il parle du #Gardasil, dont on sait qu'il concerne un pouiËme des cancers du col (0,3% de mÈmoire) et dont on rÈpertorie dÈj‡ de nombreux tÈmoignages catastrophiques d'ES 10 ans aprËs."" ""Ce type n'est ni ministre ni mÈdecin. Juste VRP.",1
223,584,"??¿ VOIR ABSOLUMENT""#France #Paris  Par ce documentaire, #ARTE abandonne totalement le narratif de #BigPharma #Macron #Veran sur la #vaccinationLes extrÈmistes de la #vaccination vont en prendre plein la gueule.#Covid_19 #Gardasil #papillomavirus #HPV ""piped.video/_Lnf1jlBJak",2
224,617,Papillomavirus vaccination contre les cancers #papillomavirus #most cancers #hpv #santÈ #gardasil #cherish - ww-vb1.mine.nu/y/?p=12722,2
225,631,"???? #Papillomavirus Imaginez... un vaccin inefficace, retirÈ du marchÈ, remaniÈ, rÈintroduit, en procËs... promu par des escrocs. Cerise sur le g‚teau : le #gardasil """"""""pour tous"""""""" va renflouer les caisses d'un labo ‡ la rÈputation dÈj‡ salement amochÈe ????""""mobile.twitter.com/Carene198Ö",2
226,633,"C'Ètait en 2014 : Èpoque bÈnie o˘ l'on pouvait dÈbattre et alerter sans Ítre taxÈ de complotisme. ""#Vaccin #Papillomavirus #Gardasil ""lejdd.fr/Societe/400-medecinÖ",1
227,634,cherry picking vaccinal. Raoult se garde bien de faire ce raisonnement pour d'autres vaccins comme le #Gardasil ou Èquivalent.,2
228,637,aimsib.org/2023/03/05/episodÖ #gardasil #mensonges #trucages #criminels une fois de plus,1
229,639,"Le vax anti covid provoque des myocardites et des dÈcËs""Les 11 vaccins obligatoires pour les nourrissons (Loi AgnËs Buzyn) causent des effets secondaires graves provoquÈs par les adjuvants""Le #Gardasil provoque des dÈcËs et des effets secondaires graves",4
230,640,"Exactement !!! Plus AUCUN #VACCIN malheureusement ??         ????"" ""#Gardasil #GrapheneOxide #arn",1
231,641,"´†Ils mettent des poisons sur le marchÈ, corrompent les politiques pour faire voter des obligations, refusent díadmettre les effets secondaires graves et quand trop de victimes demandent aux juges de ne pas faire de procËs pour ne pas contribuer ‡ la dÈsinformation !†ª#gardasil",2
232,644,"A peine sortis du Covid, sans retour d'expÈrience ni bilan,""POURQUOI cette prÈcipitation de M. Macron ‡ vouloir vacciner les enfants avec le GARDASIL ??? N'y a t il personne dans son entourage pour lui indiquer qu'il y a une grosse Class Action aux US contre ? #HPV""#Gardasil",1
233,645,"C'est du dÈtournement d'argent c'est tout.""""Si le #Gardasil Ètait produit par une firme #Russe ce sujet de  #Papillomavirus ne serait pas sur la table.",1
234,649,Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus pgibertie.com/2023/07/13/danÖ via @GibertiePatrice,3
235,652,Quand on sait que le #Gardasil est fabriquÈ par le laboratoire Merck qui est dÈj‡ mis en examen pour tromperie dans l'affaire du Levothyrox ????quechoisir.org/actualite-levÖ,2
236,653,"Non au #Gardasil ""#MacronNonVaccinÈ doit cesser de vouloir ??????nos enfants Ce gars-l‡ doit avoir un problËme. ""Qu'il aille consulter ?",1
237,655,"La maladie de Verneuil. Un effet secondaire du #Gardasil. Reportage de France 3""""vk.com/video622964491_456246Ö",4
238,657,"Passionnants ces chiffres. Tous les indicateurs sont bien pourris, mais ‡ part Áa, ce serait de vacciner des millions de personnes contre le cancer de l'utÈrus et le #Papillomavirus avec le vaccin #Gardasil  qui serait LA prioritÈ des prioritÈs nationale """"fr.tradingeconomics.com/franÖ",2
239,658,"«a ne doit pas Ítre facile ‡ avaler pour les antivax... #gardasil #HPV "" D Raoult prÈconise le vaccin pour les garÁons et les filles  "" nitter.net/FlorianJ69/statuÖ",0
240,660,"[Nouvel article] Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus""#ProtegeonsNosEnfants#genocide""pgibertie.com/2023/07/13/danÖ",3
241,662,"#Macron veut vacciner en masse, dans les collËges, avec ce vaccin TR»S risquÈ !""La #propagande autour de ce #vaccin, le #GardasilÖ repose sur un tissu de mensonges. #HPV - PÈtition ‡ signer:""petitions.association-sante-Ö",1
242,663,A propos du #vaccin promu pour combattre le #cancer du vol de líutÈrus le fameux #Gardasil . «a date díau moins quinze ans . Les #guignols,0
243,664,??Pseudo Vaccin HPV #Gardasil aux effets indÈsirables neurologiques connus depuis 2009.Pourquoi  #EMacron prÙne haut et fort dans les Ècoles díinoculer ce produit #toxique ? Posez-vous les bonnes questions.sciencesetavenir.fr/sante/vaÖ,0
244,666,Voil‡. #Gardasil #lobbies #fric #touspourris,0
245,667,"Merci de relayer!"" Le collËge  @Jean_Lartaut ne doit pas Ítre au courant des #EffetsSecondairesVaccins ""#Gardasil",1
246,673,"Rappel :""?? Gardasil ??Vaccin dangereux et inefficace !Ne vaccinez ni les filles, ni les garÁons ! francesoir.fr/opinions-tribuÖ #ProtegeonsNosEnfants ""#Jarnac #Gardasil #macron",3
247,674,"""""cette mesure va permettre aux Big Pharmas -grands amis de Macronescu- de s'enrichir en utilisant les mioches de gueux comme cobayes. Oui le vaccin est en procËs aux USA mais bon nous on veut l'injecter aux mioches de gueux uniquement!"""""""" #Gardasil #papillomavirus #MacronLaHonte",2
248,676,"??Les effets secondaires de ce pseudo vaccin #Gardasil, du laboratoire Merck diagnostique une #encÈphalomyÈlite, une inflammation grave du systËme nerveux le martyr Post-Vaccinale""""le mÍme produit quí#EMacron veut injecter ‡ TOUS nos enfants ? elle.fr/Societe/News/Vaccin-Ö",0
249,677,"CollËge @jean_Lartaut""On n'aura jamais autant parlÈ de votre Ètablissement! #Gardasil#28fevrier Vaccination anti HPV au collËge!  ""Vous ne trouvez plus de medecins, les urgences sont fermÈes? Venez le 28/02 au collËge!",3
250,679,"#Gardasil: líÈtonnante prÈcipitation díEmmanuel #Macron pour vacciner les #enfants""#Vaccinatioin #Papillomavirus""francesoir.fr/societe-sante/Ö",2
251,682,"¿ vos mails !"" Pour contacter le collËge :secretariat@jean-lartaut.frvie-scolaire@jean-lartaut.fr+ liste autres adresses ?? ??#Jarnac #Gardasil #HPV ""#ProtegeonsNosEnfants",3
252,683,"20minutes.fr/sante/802652-20Ö"" #Gardasil Macron essaye-t-il d'en finir dÈfinitivement avec la jeunesse? Il sort la solution finale ?  Ce type est un criminel. ""Article de 2011, @20Minutes (pas ce qu il y a de plus """"""""complotiste antivaxxx"""""""") "" Et pour ceux qui ne prennent pas la peine de lire l article, quelques copies d Ècran, assez rÈvÈlatrices du massacre que Macron est en train de mettre en place . ""#ProtegezLesEnfants de ce psychopathe",1
253,685,ProtÈgez vos enfants de ces poisons !!!! Dites non !#Gardasil,1
254,687,"Supposons:""? 6 millions de collÈgiens? 50% de volontaires ‡ l'injection? 123Ä / injection? 3 injections / volontaireEstimation:?? 3 x 123 x 3.000.000 = 1.107.000.000 Ä ""#SuivezLArgent #AQuiProfiteLeCrime #MacronNousPrendPourDesCons #Gardasil #Papillomavirus #BigPharma",0
255,688,Un fil d'exception sur le #Gardasil de @SoloBucketpond . Je n'ai pas rÈussi ‡ le repÍcher. Merci ??,1
256,689,@RTLFrance aucune contradiction !!!! Pro vaccin #Gardasil aucun mÈdecin pour expliquer les risques de cette vaccination. DÈfinitivement une radio propagande et líanimateur est juste la voix du gvtÖ.‡ vomir,1
257,690,"«a cíest de la science ! Avez-vous regardÈ les rapports de cette vaccination en Australie ?""""#Gardasil #Papillomavirus",1
258,691,"Anti-injections expÈrimentales et anti-injections tueuses, nuance... #netouchezpasanosenfants #ProtegeonsNosEnfants #Gardasil",3
259,693,"Je connais un homme qui est atteint de sclÈrose en plaques depuis l'‚ge de 18 ans, il n'a pas connu le #Gardasil",0
260,694,"2011, ce #gardasil n'est plus commercialisÈ.",1
261,696,"Comme par hasard, aux USA, ‡ commencer par la Californie, le vaccin contre le papillomavirus qui a causÈ tant de dÈg‚ts pourrait devenir obligatoire pour Ítre scolarisÈ.""""Et on nous appelle """"""""complotistes"""""""" ??""#Gardasil""#VaccineDeath",4
262,699,"Et pendant ce temps l‡, #Macron file sur l'autoroute de la #vaccination forcÈe au #Gardasil chez les jeunes"" ""Voici donc Robert Kennedy Jr",1
263,702,"Pourquoi alors y a-t-il, mÍme des articles de presse ´†sÈrieux†ª qui font Ètat díeffets secondaires pour le #Gardasil ? ??",1
264,704,"Bonne nouvelle aux USA avec le regroupement de toutes les affaires concernant les blessures du #Gardasil par un seul tribunal fÈdÈral.""""Pendant que le VRP de #Merck, Macron, veut vaxxiner un max d'ados, nous en sommes ‡ la phase procËs de masse aux USA.",2
265,706,"Reportage et tÈmoignages sur les effets du #Gardasil #Vaccin si cher a #Macron ?? pour sauver ?? nos enfants d un #Papillomavirus ????????""""piped.video/AgvY-EdSHLg",1
266,708,#Gardasil: líÈtonnante prÈcipitation du VRP Macron pour vacciner les enfants ??  relais-info.fr/2023/03/gardaÖ,2
267,710,"??????????Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus""""pgibertie.com/2023/07/13/danÖ",3
268,712,"Quand ta fille souffrante de 12 ans va chez le mÈdecin pour une raison prÈcise et que la remplaÁante du M.G lui dÈbite tout un narratif basÈ sur la peur et le mensonge dans le cas o˘ elle n'acceptait pas la vaccination...""#Protegeonsnosenfants""#Gardasil #Mensonge",0
269,713,"#Gardasil Le Dr Philippe De Chazournes ‡ propos du Gardasil sur France 5 le... 31/03/2014"" ""odysee.com/@ColCovMed-ReunioÖ",4
